"Date","Price","Open","High","Low","Vol.","Change %"
"02/18/2022","325.33","325.74","328.81","322.26","","-0.13%"
"02/17/2022","325.74","322.53","327.54","321.93","","0.94%"
"02/16/2022","322.72","318.16","323.05","317.66","","1.46%"
"02/15/2022","318.07","313.71","318.54","312.73","","1.43%"
"02/14/2022","313.59","316.98","316.98","308.54","","-1.32%"
"02/11/2022","317.77","314.47","317.77","307.82","","1.07%"
"02/10/2022","314.41","301.80","315.18","301.28","","4.68%"
"02/09/2022","300.36","296.59","301.85","296.59","","1.28%"
"02/08/2022","296.55","295.26","298.18","295.08","","0.44%"
"02/07/2022","295.24","292.52","295.24","286.65","","1.94%"
"02/04/2022","289.62","288.39","290.31","285.86","","0.33%"
"02/03/2022","288.67","290.73","291.70","286.16","","-0.71%"
"02/02/2022","290.74","284.41","292.12","283.30","","2.51%"
"02/01/2022","283.62","279.60","283.62","278.00","","1.15%"
"01/31/2022","280.39","284.18","286.98","279.00","","-1.30%"
"01/28/2022","284.08","283.12","285.24","281.84","","0.37%"
"01/27/2022","283.02","276.91","284.28","272.36","","2.06%"
"01/26/2022","277.32","269.42","277.65","269.42","","3.05%"
"01/25/2022","269.12","263.99","272.94","263.99","","1.96%"
"01/24/2022","263.95","274.60","280.01","262.92","","-3.73%"
"01/21/2022","274.18","281.63","281.63","273.63","","-2.65%"
"01/20/2022","281.63","283.29","283.64","279.72","","-0.73%"
"01/19/2022","283.70","284.06","284.52","280.62","","-0.17%"
"01/18/2022","284.17","287.39","287.66","282.86","","-1.13%"
"01/17/2022","287.41","285.97","289.94","285.58","","0.51%"
"01/14/2022","285.94","286.70","286.70","283.70","","-0.25%"
"01/13/2022","286.65","287.32","289.13","284.98","","-0.26%"
"01/12/2022","287.40","285.01","289.28","285.01","","0.85%"
"01/11/2022","284.98","280.02","284.98","280.02","","1.75%"
"01/10/2022","280.08","284.42","286.77","279.30","","-1.55%"
"01/07/2022","284.50","281.84","285.14","281.84","","0.87%"
"01/06/2022","282.06","282.43","284.10","277.13","","-0.15%"
"01/05/2022","282.49","283.62","284.18","280.01","","-0.42%"
"01/04/2022","283.67","283.38","286.52","282.94","","0.11%"
"01/03/2022","283.35","274.35","283.51","274.35","","3.29%"
"12/30/2021","274.32","272.25","275.55","271.77","","0.76%"
"12/29/2021","272.25","271.12","272.92","270.15","","0.43%"
"12/28/2021","271.08","269.11","272.04","268.13","","0.78%"
"12/27/2021","268.98","266.04","269.90","266.04","","1.12%"
"12/23/2021","265.99","263.11","266.84","263.11","","1.09%"
"12/22/2021","263.11","259.74","263.83","259.74","","1.29%"
"12/21/2021","259.76","256.98","261.18","256.98","","1.26%"
"12/20/2021","256.52","254.79","257.21","252.24","","0.52%"
"12/17/2021","255.19","257.55","257.55","254.63","","-0.95%"
"12/16/2021","257.64","250.85","257.71","250.85","","2.78%"
"12/15/2021","250.66","253.65","254.82","250.48","","-1.16%"
"12/14/2021","253.60","256.41","256.80","249.50","","-1.10%"
"12/13/2021","256.42","259.42","262.73","255.91","","-1.19%"
"12/10/2021","259.52","256.89","260.29","255.58","","1.02%"
"12/09/2021","256.89","259.54","260.66","256.31","","-1.10%"
"12/08/2021","259.76","261.13","261.13","258.44","","0.43%"
"12/07/2021","258.66","250.98","259.08","250.98","","3.10%"
"12/06/2021","250.88","253.33","254.06","249.15","","-0.93%"
"12/03/2021","253.24","253.85","256.39","252.54","","-0.11%"
"12/02/2021","253.51","254.94","255.89","249.35","","-0.58%"
"12/01/2021","254.98","255.99","259.50","254.74","","0.01%"
"11/30/2021","254.96","254.37","256.26","250.73","","0.22%"
"11/29/2021","254.39","248.44","254.51","248.44","","2.39%"
"11/26/2021","248.44","255.60","255.60","245.57","","-2.89%"
"11/25/2021","255.83","252.78","256.65","252.78","","1.25%"
"11/24/2021","252.67","251.19","252.67","249.99","","0.57%"
"11/23/2021","251.24","254.22","254.86","247.49","","-1.18%"
"11/22/2021","254.23","254.60","257.01","253.01","","-0.15%"
"11/19/2021","254.61","249.87","255.17","249.87","","2.20%"
"11/18/2021","249.13","251.89","252.56","248.87","","-1.22%"
"11/17/2021","252.20","250.92","253.60","249.38","","0.54%"
"11/16/2021","250.85","257.06","258.24","250.60","","-2.35%"
"11/15/2021","256.89","263.02","263.83","256.21","","-2.12%"
"11/12/2021","262.46","263.08","267.41","262.10","","-0.29%"
"11/11/2021","263.22","254.79","263.34","254.47","","3.29%"
"11/10/2021","254.84","255.05","260.08","254.38","","-0.05%"
"11/09/2021","254.96","252.72","257.04","251.77","","1.15%"
"11/08/2021","252.07","252.26","252.36","249.84","","-0.06%"
"11/05/2021","252.23","253.38","254.02","250.85","","-0.44%"
"11/04/2021","253.34","251.83","256.66","251.83","","0.61%"
"11/03/2021","251.81","249.64","252.56","249.26","","1.02%"
"11/02/2021","249.26","252.61","253.24","248.07","","-1.34%"
"11/01/2021","252.64","248.76","253.35","248.76","","1.67%"
"10/29/2021","248.48","247.10","252.49","247.08","","0.52%"
"10/28/2021","247.19","248.44","249.54","245.49","","-0.58%"
"10/27/2021","248.64","253.23","253.23","245.99","","-1.81%"
"10/26/2021","253.23","251.94","253.88","251.23","","0.51%"
"10/25/2021","251.94","250.47","252.61","250.39","","0.56%"
"10/22/2021","250.53","250.46","251.57","248.74","","0.03%"
"10/21/2021","250.46","253.13","254.64","249.99","","-1.08%"
"10/20/2021","253.20","256.67","258.52","252.34","","-1.34%"
"10/19/2021","256.65","252.37","257.68","252.37","","1.75%"
"10/18/2021","252.24","248.98","252.44","248.58","","1.31%"
"10/15/2021","248.98","247.77","248.98","245.85","","0.48%"
"10/14/2021","247.80","248.18","250.88","247.49","","-0.13%"
"10/13/2021","248.13","252.32","252.32","247.69","","-1.56%"
"10/12/2021","252.07","252.50","252.50","248.64","","-0.20%"
"10/11/2021","252.57","251.60","252.58","249.47","","0.43%"
"10/08/2021","251.50","253.44","254.72","250.28","","-0.77%"
"10/07/2021","253.44","253.32","255.76","252.72","","0.16%"
"10/06/2021","253.04","255.08","255.72","250.98","","-0.82%"
"10/05/2021","255.12","251.61","255.48","248.77","","1.40%"
"10/04/2021","251.61","257.88","260.19","251.56","","-2.45%"
"10/01/2021","257.93","253.18","258.29","248.63","","1.88%"
"09/30/2021","253.18","252.38","255.15","251.28","","0.32%"
"09/29/2021","252.38","251.10","253.36","250.19","","0.65%"
"09/28/2021","250.75","251.61","253.77","248.89","","-0.18%"
"09/27/2021","251.20","246.96","251.33","246.19","","1.71%"
"09/24/2021","246.97","244.55","247.75","244.55","","0.99%"
"09/23/2021","244.56","245.85","249.33","244.56","","-0.51%"
"09/22/2021","245.82","238.29","246.44","238.29","","3.19%"
"09/21/2021","238.22","239.97","242.14","237.97","","-0.71%"
"09/20/2021","239.92","255.04","255.04","235.95","","-5.94%"
"09/17/2021","255.08","256.74","258.33","254.89","","-0.51%"
"09/16/2021","256.39","251.81","257.55","251.81","","1.81%"
"09/15/2021","251.84","251.83","253.29","251.75","","-0.01%"
"09/14/2021","251.87","253.10","255.41","251.82","","-0.47%"
"09/13/2021","253.07","248.19","253.83","248.19","","2.00%"
"09/10/2021","248.10","249.10","251.24","248.01","","-0.35%"
"09/09/2021","248.97","247.85","248.97","244.80","","1.04%"
"09/08/2021","246.41","250.12","250.45","246.32","","-1.48%"
"09/07/2021","250.12","246.09","250.62","246.09","","1.57%"
"09/06/2021","246.25","245.14","246.65","244.73","","0.45%"
"09/03/2021","245.14","249.46","250.02","244.53","","-1.75%"
"09/02/2021","249.50","242.99","249.73","242.99","","2.69%"
"09/01/2021","242.97","243.24","244.89","242.29","","0.06%"
"08/31/2021","242.82","248.02","249.58","242.82","","-2.11%"
"08/30/2021","248.06","249.49","251.98","247.97","","-0.50%"
"08/27/2021","249.30","249.26","251.11","247.37","","0.02%"
"08/26/2021","249.24","248.07","249.24","244.99","","0.52%"
"08/25/2021","247.94","245.06","247.94","245.06","","1.28%"
"08/24/2021","244.81","243.96","246.23","242.98","","0.36%"
"08/23/2021","243.94","239.18","244.02","239.18","","2.03%"
"08/20/2021","239.08","240.34","240.34","237.73","","-0.34%"
"08/19/2021","239.90","241.86","241.86","236.06","","-0.99%"
"08/18/2021","242.29","237.33","242.31","237.33","","2.09%"
"08/17/2021","237.33","236.84","237.64","234.50","","0.22%"
"08/16/2021","236.80","238.41","240.40","236.33","","-0.67%"
"08/13/2021","238.40","238.33","240.30","237.59","","0.18%"
"08/12/2021","237.96","235.75","238.89","235.45","","1.26%"
"08/11/2021","235.01","230.99","236.00","230.99","","1.75%"
"08/10/2021","230.96","230.52","232.40","228.51","","0.20%"
"08/09/2021","230.50","230.52","232.13","230.50","","-0.02%"
"08/06/2021","230.54","229.71","230.91","228.91","","0.42%"
"08/05/2021","229.58","228.03","229.77","226.73","","0.70%"
"08/04/2021","227.99","226.42","229.47","226.35","","0.68%"
"08/03/2021","226.44","231.48","232.34","226.39","","-2.24%"
"08/02/2021","231.62","230.13","232.60","230.13","","0.69%"
"07/30/2021","230.03","227.92","230.19","226.57","","0.80%"
"07/29/2021","228.21","225.50","229.56","225.50","","1.21%"
"07/28/2021","225.48","224.84","226.39","224.14","","0.28%"
"07/27/2021","224.84","228.99","228.99","224.11","","-1.81%"
"07/26/2021","228.99","226.77","229.23","225.20","","0.94%"
"07/23/2021","226.85","226.21","228.20","226.03","","0.30%"
"07/22/2021","226.17","227.63","230.62","226.07","","-0.52%"
"07/21/2021","227.36","223.53","227.37","223.53","","1.78%"
"07/20/2021","223.38","221.21","227.16","221.21","","1.17%"
"07/19/2021","220.80","231.14","231.14","219.52","","-4.44%"
"07/16/2021","231.06","231.53","234.13","231.06","","-0.19%"
"07/15/2021","231.50","234.74","234.74","229.62","","-1.30%"
"07/14/2021","234.55","232.39","235.76","231.27","","0.93%"
"07/13/2021","232.39","235.70","237.65","232.39","","-1.41%"
"07/12/2021","235.72","233.84","235.83","233.76","","0.77%"
"07/09/2021","233.91","229.49","234.29","229.49","","1.92%"
"07/08/2021","229.50","236.63","236.63","229.34","","-3.01%"
"07/07/2021","236.62","237.39","238.80","235.98","","-0.32%"
"07/06/2021","237.39","238.72","239.62","236.36","","-0.54%"
"07/05/2021","238.69","238.65","239.59","235.61","","0.28%"
"07/02/2021","238.02","242.07","242.32","237.81","","-1.65%"
"07/01/2021","242.02","244.48","246.81","241.61","","-0.99%"
"06/30/2021","244.45","243.11","245.40","242.13","","0.55%"
"06/29/2021","243.11","244.31","244.99","242.44","","-0.44%"
"06/28/2021","244.18","248.32","249.26","244.18","","-1.57%"
"06/25/2021","248.07","241.82","248.24","241.82","","2.57%"
"06/24/2021","241.86","241.70","242.95","241.03","","0.11%"
"06/23/2021","241.60","238.23","242.42","238.23","","1.45%"
"06/22/2021","238.15","240.17","243.18","237.63","","-0.85%"
"06/21/2021","240.18","237.63","240.23","232.68","","1.18%"
"06/18/2021","237.39","242.51","242.63","235.62","","-2.11%"
"06/17/2021","242.51","241.91","244.20","241.28","","0.30%"
"06/16/2021","241.79","240.17","242.59","240.02","","0.68%"
"06/15/2021","240.16","242.15","242.21","238.99","","-0.80%"
"06/14/2021","242.09","240.99","244.44","240.69","","0.46%"
"06/11/2021","240.97","238.35","241.37","238.35","","1.10%"
"06/10/2021","238.34","234.31","238.78","234.31","","1.72%"
"06/09/2021","234.31","234.40","235.24","233.20","","-0.05%"
"06/08/2021","234.42","235.19","236.33","233.29","","-0.25%"
"06/07/2021","235.01","236.07","236.50","233.09","","-0.43%"
"06/04/2021","236.03","234.92","236.46","234.23","","0.49%"
"06/03/2021","234.88","237.39","237.75","234.07","","-1.04%"
"06/02/2021","237.35","236.31","238.81","236.15","","0.79%"
"06/01/2021","235.50","231.63","235.78","231.63","","1.82%"
"05/31/2021","231.28","231.27","233.92","230.69","","0.23%"
"05/28/2021","230.74","226.78","230.74","226.78","","1.74%"
"05/27/2021","226.80","229.39","230.01","226.54","","-1.13%"
"05/26/2021","229.40","234.11","234.63","228.86","","-1.76%"
"05/25/2021","233.51","236.35","239.11","233.06","","-1.08%"
"05/21/2021","236.05","231.82","236.54","231.82","","1.85%"
"05/20/2021","231.76","226.22","231.76","226.22","","2.54%"
"05/19/2021","226.02","225.70","227.83","225.15","","0.20%"
"05/18/2021","225.57","223.03","228.00","223.03","","1.16%"
"05/14/2021","222.98","223.82","225.31","221.81","","-0.38%"
"05/12/2021","223.82","226.03","228.86","222.53","","-0.90%"
"05/11/2021","225.86","230.59","230.59","224.03","","-1.93%"
"05/10/2021","230.31","227.12","231.48","227.12","","1.44%"
"05/07/2021","227.05","222.99","227.13","222.99","","1.87%"
"05/06/2021","222.88","227.16","227.16","221.54","","-1.86%"
"05/05/2021","227.11","226.71","228.64","226.62","","0.18%"
"05/04/2021","226.71","225.47","228.65","225.47","","0.55%"
"05/03/2021","225.47","223.63","225.94","222.79","","0.81%"
"04/30/2021","223.65","224.30","224.85","223.06","","-0.27%"
"04/29/2021","224.25","223.18","225.92","223.18","","0.49%"
"04/28/2021","223.15","222.74","223.94","222.23","","0.11%"
"04/27/2021","222.90","221.20","224.00","221.20","","0.76%"
"04/26/2021","221.22","220.19","222.01","220.04","","0.48%"
"04/23/2021","220.17","220.34","220.69","218.87","","-0.06%"
"04/22/2021","220.31","219.71","221.59","219.40","","0.30%"
"04/21/2021","219.65","221.03","221.07","217.37","","-0.53%"
"04/20/2021","220.81","222.31","223.83","220.31","","-0.63%"
"04/19/2021","222.21","222.34","224.91","221.76","","-0.01%"
"04/16/2021","222.23","219.31","222.51","219.31","","1.33%"
"04/15/2021","219.31","216.30","219.58","216.30","","1.39%"
"04/14/2021","216.31","216.83","219.44","215.56","","-0.23%"
"04/13/2021","216.80","217.15","218.64","216.57","","-0.19%"
"04/12/2021","217.21","221.39","221.71","216.60","","-1.89%"
"04/09/2021","221.39","221.43","222.57","220.99","","-0.17%"
"04/08/2021","221.77","222.97","223.73","221.20","","-0.51%"
"04/07/2021","222.91","223.64","224.83","221.92","","-0.33%"
"04/06/2021","223.65","220.49","224.28","220.49","","1.47%"
"03/31/2021","220.40","221.60","222.76","220.40","","-0.55%"
"03/30/2021","221.61","222.79","223.69","221.13","","-0.53%"
"03/29/2021","222.78","224.70","224.92","220.96","","-0.85%"
"03/26/2021","224.70","216.98","225.96","216.98","","3.61%"
"03/25/2021","216.87","220.06","221.41","215.29","","-1.44%"
"03/24/2021","220.04","218.67","220.05","215.78","","0.60%"
"03/23/2021","218.72","224.02","224.38","217.82","","-2.35%"
"03/22/2021","223.99","221.35","225.71","221.35","","1.20%"
"03/19/2021","221.33","220.06","221.33","217.93","","0.60%"
"03/18/2021","220.01","216.82","220.51","216.82","","1.48%"
"03/17/2021","216.81","217.39","218.61","213.54","","-0.29%"
"03/16/2021","217.45","218.12","219.84","216.71","","-0.33%"
"03/15/2021","218.17","213.35","218.64","213.35","","2.39%"
"03/12/2021","213.08","210.53","213.22","210.28","","1.22%"
"03/11/2021","210.52","204.95","210.63","204.95","","2.69%"
"03/10/2021","205.00","205.18","205.18","203.14","","-0.15%"
"03/09/2021","205.31","203.24","205.37","203.16","","1.02%"
"03/08/2021","203.24","201.03","203.91","201.02","","1.24%"
"03/05/2021","200.76","200.22","201.88","198.77","","0.26%"
"03/04/2021","200.24","202.31","202.62","199.80","","-0.47%"
"03/03/2021","201.18","199.96","204.04","199.96","","0.62%"
"03/02/2021","199.94","199.50","200.26","197.00","","0.38%"
"03/01/2021","199.19","196.90","199.59","196.38","","1.24%"
"02/26/2021","196.76","200.02","200.02","194.92","","-1.73%"
"02/25/2021","200.22","201.12","202.22","199.80","","-0.39%"
"02/24/2021","201.00","198.27","201.48","197.60","","1.56%"
"02/23/2021","197.91","200.51","201.97","195.57","","-1.28%"
"02/22/2021","200.48","200.28","201.49","197.73","","0.37%"
"02/19/2021","199.75","199.00","199.88","197.57","","0.39%"
"02/18/2021","198.98","206.78","206.78","198.98","","-3.67%"
"02/17/2021","206.56","206.73","208.57","206.44","","-0.06%"
"02/16/2021","206.69","200.42","206.78","200.42","","3.06%"
"02/15/2021","200.56","196.90","200.58","196.90","","1.92%"
"02/12/2021","196.79","197.44","197.96","194.35","","-0.33%"
"02/11/2021","197.44","194.08","197.46","193.69","","1.74%"
"02/10/2021","194.06","196.96","196.96","193.01","","-1.46%"
"02/09/2021","196.94","195.45","198.00","194.86","","0.73%"
"02/08/2021","195.52","193.55","196.77","193.55","","1.17%"
"02/05/2021","193.26","190.83","195.45","190.83","","1.29%"
"02/04/2021","190.79","190.69","193.01","189.87","","0.10%"
"02/03/2021","190.60","190.19","191.30","188.72","","0.23%"
"02/02/2021","190.17","187.12","190.37","187.12","","1.67%"
"02/01/2021","187.05","184.19","188.00","184.11","","1.55%"
"01/29/2021","184.19","184.87","186.68","182.32","","-0.38%"
"01/28/2021","184.89","186.66","186.66","180.74","","-1.15%"
"01/27/2021","187.04","190.31","190.76","185.70","","-1.64%"
"01/26/2021","190.16","188.55","191.24","185.98","","0.68%"
"01/25/2021","188.87","195.53","195.89","186.82","","-3.38%"
"01/22/2021","195.48","197.87","198.56","195.16","","-1.25%"
"01/21/2021","197.95","197.77","200.27","197.77","","0.09%"
"01/20/2021","197.78","197.95","199.87","197.44","","-0.08%"
"01/19/2021","197.94","196.75","199.02","196.38","","0.61%"
"01/18/2021","196.74","198.10","198.47","195.95","","-0.68%"
"01/15/2021","198.09","200.95","201.24","198.09","","-1.42%"
"01/14/2021","200.95","201.06","201.42","198.50","","0.00%"
"01/13/2021","200.95","201.90","203.64","200.81","","-0.87%"
"01/12/2021","202.71","200.35","203.62","200.35","","1.26%"
"01/11/2021","200.19","202.12","206.80","199.69","","-0.98%"
"01/08/2021","202.17","196.84","203.40","196.84","","2.71%"
"01/07/2021","196.84","194.91","197.82","194.89","","1.06%"
"01/06/2021","194.78","196.27","198.38","193.80","","-0.75%"
"01/05/2021","196.25","193.02","197.05","192.90","","1.71%"
"01/04/2021","192.95","190.32","194.19","190.32","","1.39%"
"12/30/2020","190.31","187.86","190.35","187.14","","1.29%"
"12/29/2020","187.89","188.19","190.02","187.86","","-0.19%"
"12/28/2020","188.25","187.07","189.38","187.07","","0.67%"
"12/23/2020","186.99","186.43","187.69","186.15","","0.30%"
"12/22/2020","186.43","184.13","186.98","183.83","","1.31%"
"12/21/2020","184.02","190.52","190.52","181.53","","-3.41%"
"12/18/2020","190.52","187.91","190.55","187.91","","1.42%"
"12/17/2020","187.85","186.82","189.20","186.82","","0.66%"
"12/16/2020","186.62","184.87","187.02","184.87","","1.14%"
"12/15/2020","184.52","186.83","186.83","184.50","","-1.09%"
"12/14/2020","186.55","183.10","186.68","182.74","","1.89%"
"12/11/2020","183.09","181.55","183.39","180.80","","0.88%"
"12/10/2020","181.49","180.25","182.44","180.25","","0.65%"
"12/09/2020","180.31","179.81","181.14","179.81","","0.30%"
"12/08/2020","179.77","180.31","181.04","179.46","","-0.26%"
"12/07/2020","180.24","179.40","182.07","179.40","","0.47%"
"12/04/2020","179.39","176.80","179.52","176.80","","1.52%"
"12/03/2020","176.70","175.83","177.36","175.61","","0.70%"
"12/02/2020","175.47","177.46","177.50","174.19","","-1.08%"
"12/01/2020","177.39","177.11","178.62","176.85","","0.17%"
"11/30/2020","177.09","180.60","180.63","177.00","","-1.90%"
"11/27/2020","180.52","180.00","181.55","179.91","","0.29%"
"11/26/2020","180.00","179.87","180.94","179.38","","0.11%"
"11/25/2020","179.81","181.38","181.45","176.79","","-0.67%"
"11/24/2020","181.02","178.36","181.54","178.36","","1.50%"
"11/23/2020","178.34","175.24","178.65","174.87","","1.83%"
"11/20/2020","175.14","173.82","175.82","173.82","","0.80%"
"11/19/2020","173.75","173.51","174.19","171.32","","0.03%"
"11/18/2020","173.69","172.04","173.74","172.00","","1.00%"
"11/17/2020","171.97","172.10","173.56","171.37","","-0.05%"
"11/16/2020","172.05","168.40","172.10","168.31","","2.48%"
"11/13/2020","167.89","167.17","168.20","166.32","","0.54%"
"11/12/2020","166.99","168.38","168.44","165.28","","-0.79%"
"11/11/2020","168.32","167.71","169.90","167.71","","0.45%"
"11/10/2020","167.57","165.48","168.83","164.67","","1.26%"
"11/09/2020","165.48","159.73","166.11","159.73","","3.60%"
"11/06/2020","159.73","159.22","160.30","158.40","","0.30%"
"11/05/2020","159.25","160.27","161.20","158.13","","-0.57%"
"11/04/2020","160.17","78.65","79.35","78.10","","0.49%"
"11/03/2020","159.39","78.56","79.99","78.56","","1.26%"
"11/02/2020","157.40","81.22","81.90","78.48","","0.72%"
"10/30/2020","156.27","81.34","82.42","80.64","","0.89%"
"10/29/2020","154.89","79.67","81.35","79.64","","2.12%"
"10/28/2020","151.67","82.52","82.52","79.53","","-3.57%"
"10/27/2020","157.29","82.76","83.26","82.23","","-0.25%"
"10/26/2020","157.68","85.36","85.39","82.61","","-2.98%"
"10/23/2020","162.52","84.46","85.65","84.40","","1.08%"
"10/22/2020","160.78","85.26","86.23","84.45","","0.88%"
"10/21/2020","159.38","87.70","89.02","85.23","","0.14%"
"10/20/2020","159.16","90.69","91.30","87.69","","-0.40%"
"10/19/2020","159.80","91.19","91.71","90.25","","-0.52%"
"10/16/2020","160.63","92.71","93.85","91.19","","0.14%"
"10/15/2020","160.40","94.28","94.28","92.34","","-1.62%"
"10/14/2020","163.04","94.46","97.06","94.23","","2.77%"
"10/13/2020","158.65","94.92","95.30","94.09","","-0.53%"
"10/12/2020","159.49","94.13","95.53","94.11","","1.02%"
"10/09/2020","157.88","92.93","94.28","92.92","","1.15%"
"10/08/2020","156.09","91.22","93.54","91.22","","2.56%"
"10/07/2020","152.20","92.43","92.43","91.22","","-0.63%"
"10/06/2020","153.17","92.64","93.15","92.30","","-0.23%"
"10/05/2020","153.52","95.00","96.68","92.64","","1.82%"
"10/02/2020","150.78","102.12","102.75","94.94","","0.27%"
"10/01/2020","150.38","103.54","103.91","102.13","","-0.65%"
"09/30/2020","151.36","102.73","103.57","102.22","","0.76%"
"09/29/2020","150.22","106.14","106.19","102.73","","-0.03%"
"09/28/2020","150.26","106.06","106.96","105.65","","0.05%"
"09/25/2020","150.18","105.24","106.29","105.24","","0.82%"
"09/24/2020","148.96","109.09","109.64","105.19","","-0.15%"
"09/23/2020","149.18","108.83","109.90","108.83","","0.27%"
"09/22/2020","148.78","109.82","110.71","108.80","","-0.38%"
"09/21/2020","149.35","112.54","112.54","109.81","","-2.23%"
"09/18/2020","152.76","116.18","116.21","112.33","","-1.04%"
"09/17/2020","154.37","113.97","116.19","113.48","","1.90%"
"09/16/2020","151.49","115.39","115.55","113.65","","-1.25%"
"09/15/2020","153.41","115.93","116.91","115.42","","0.27%"
"09/14/2020","153.00","118.59","119.34","115.93","","0.11%"
"09/11/2020","152.83","117.17","120.11","117.17","","2.42%"
"09/10/2020","149.22","116.24","117.49","116.15","","0.82%"
"09/09/2020","148.00","119.11","121.07","116.20","","0.79%"
"09/08/2020","146.84","130.35","131.20","119.09","","-1.42%"
"09/07/2020","148.96","136.59","137.55","130.36","","0.59%"
"09/04/2020","148.09","137.14","137.14","135.11","","-0.50%"
"09/03/2020","148.84","140.08","140.30","137.14","","-0.83%"
"09/02/2020","150.09","142.34","142.55","139.71","","-1.80%"
"09/01/2020","152.84","146.07","147.02","142.52","","0.01%"
"08/31/2020","152.83","145.44","147.12","145.39","","0.45%"
"08/28/2020","152.14","149.14","149.94","145.44","","-0.20%"
"08/27/2020","152.45","154.02","154.46","149.14","","-1.69%"
"08/26/2020","155.07","154.31","154.55","153.21","","-0.51%"
"08/25/2020","155.86","151.86","155.12","151.84","","1.61%"
"08/24/2020","153.39","152.26","153.37","151.76","","-0.24%"
"08/21/2020","153.76","153.49","154.85","152.18","","-0.14%"
"08/20/2020","153.97","153.23","154.33","152.65","","0.52%"
"08/19/2020","153.18","152.68","154.77","152.63","","0.35%"
"08/18/2020","152.65","152.31","153.73","152.28","","0.19%"
"08/17/2020","152.36","151.69","153.33","151.66","","0.44%"
"08/14/2020","151.69","152.20","152.57","150.93","","-0.34%"
"08/13/2020","152.20","152.00","152.75","151.44","","0.16%"
"08/12/2020","151.96","151.73","152.80","151.57","","0.15%"
"08/11/2020","151.73","150.22","152.71","150.22","","1.01%"
"08/10/2020","150.22","149.25","150.94","149.25","","0.66%"
"08/07/2020","149.23","150.29","150.29","148.33","","-0.71%"
"08/06/2020","150.29","150.76","151.06","149.58","","-0.30%"
"08/05/2020","150.74","149.23","151.02","149.23","","1.04%"
"08/04/2020","149.19","149.04","150.53","148.62","","0.10%"
"08/03/2020","149.04","149.47","149.81","148.89","","-0.29%"
"07/31/2020","149.47","149.09","150.72","149.04","","0.30%"
"07/30/2020","149.03","151.44","152.06","148.62","","-1.61%"
"07/29/2020","151.47","148.99","151.47","148.99","","1.66%"
"07/28/2020","148.99","148.31","149.37","148.22","","0.53%"
"07/27/2020","148.20","146.86","148.23","146.69","","0.91%"
"07/24/2020","146.86","147.49","147.78","146.40","","-0.45%"
"07/23/2020","147.52","146.71","148.32","146.71","","0.59%"
"07/22/2020","146.66","148.30","148.58","146.46","","-1.21%"
"07/21/2020","148.45","148.20","149.69","148.07","","0.17%"
"07/20/2020","148.20","149.83","149.88","147.18","","-1.08%"
"07/17/2020","149.82","148.12","149.92","147.99","","1.15%"
"07/16/2020","148.12","148.03","148.81","147.49","","-0.01%"
"07/15/2020","148.14","146.17","148.18","146.17","","1.36%"
"07/14/2020","146.15","146.39","146.80","145.51","","-0.16%"
"07/13/2020","146.39","146.39","148.21","146.22","","0.00%"
"07/10/2020","146.39","146.54","146.79","144.87","","-0.10%"
"07/09/2020","146.54","148.11","148.67","146.50","","-1.05%"
"07/08/2020","148.09","148.74","148.74","146.82","","-0.62%"
"07/07/2020","149.01","149.75","150.71","148.19","","-0.51%"
"07/06/2020","149.78","149.01","151.74","149.01","","0.61%"
"07/03/2020","148.87","149.66","150.59","148.87","","-0.53%"
"07/02/2020","149.66","147.20","150.42","147.19","","1.73%"
"07/01/2020","147.11","145.76","147.14","145.60","","0.93%"
"06/30/2020","145.76","146.17","146.91","145.25","","-0.27%"
"06/29/2020","146.16","144.76","146.19","143.12","","0.97%"
"06/26/2020","144.76","146.83","147.07","144.61","","-1.36%"
"06/25/2020","146.76","147.35","147.44","145.52","","-0.40%"
"06/24/2020","147.35","147.28","148.56","146.88","","0.06%"
"06/23/2020","147.26","147.01","149.16","147.00","","0.17%"
"06/22/2020","147.01","149.19","149.27","146.84","","-1.47%"
"06/19/2020","149.21","150.02","151.44","148.86","","-0.69%"
"06/18/2020","150.25","150.81","150.97","148.80","","-0.37%"
"06/17/2020","150.81","151.74","151.87","150.22","","-0.61%"
"06/16/2020","151.74","147.08","151.83","147.08","","3.33%"
"06/15/2020","146.85","149.71","149.71","145.32","","-1.91%"
"06/12/2020","149.71","148.19","150.28","145.61","","0.54%"
"06/11/2020","148.91","153.24","153.24","148.33","","-2.83%"
"06/10/2020","153.24","155.00","156.49","152.93","","-1.10%"
"06/09/2020","154.95","155.54","157.47","153.72","","-0.27%"
"06/08/2020","155.37","152.54","155.37","152.41","","1.88%"
"06/05/2020","152.50","149.02","152.60","148.82","","2.62%"
"06/04/2020","148.61","150.89","151.51","147.78","","-1.45%"
"06/03/2020","150.80","149.34","151.30","149.34","","0.96%"
"06/02/2020","149.37","149.40","152.71","149.06","","-0.01%"
"05/29/2020","149.38","153.79","153.87","148.89","","-2.85%"
"05/28/2020","153.77","153.11","156.16","153.11","","0.55%"
"05/27/2020","152.93","152.41","154.52","152.00","","0.55%"
"05/26/2020","152.10","150.32","152.44","150.22","","1.21%"
"05/25/2020","150.28","147.50","150.39","147.50","","1.86%"
"05/22/2020","147.53","148.73","149.12","146.20","","-0.78%"
"05/20/2020","148.69","147.32","149.25","146.11","","0.93%"
